period,mean_regret
5918,5.678912990570246
5919,5.679272145547814
5920,5.679631300525382
5921,5.67999045550295
5922,5.680349610480517
5923,5.680708765458085
5924,5.681067920435653
5925,5.681427075413221
5926,5.681786230390789
5927,5.682145385368356
5928,5.682504540345925
5929,5.682863695323492
5930,5.68322285030106
5931,5.683582005278628
5932,5.683941160256197
5933,5.684300315233764
5934,5.684659470211333
5935,5.685018625188901
5936,5.685377780166467
5937,5.685736935144035
5938,5.686096090121604
5939,5.686455245099172
5940,5.68681440007674
5941,5.687173555054306
5942,5.687532710031876
5943,5.687891865009443
5944,5.68825101998701
5945,5.6886101749645785
5946,5.688969329942147
5947,5.689328484919715
5948,5.689687639897282
5949,5.690046794874849
5950,5.690405949852418
5951,5.690765104829986
5952,5.691124259807554
5953,5.6914834147851225
5954,5.69184256976269
5955,5.692201724740257
5956,5.692560879717825
5957,5.692920034695393
5958,5.693279189672961
5959,5.6936383446505285
5960,5.6939974996280975
5961,5.694356654605665
5962,5.694715809583232
5963,5.6950749645608
5964,5.695434119538369
5965,5.695793274515936
5966,5.696152429493505
5967,5.696511584471073
5968,5.69687073944864
5969,5.697229894426208
5970,5.697589049403777
5971,5.697948204381344
5972,5.698307359358912
5973,5.6986665143364785
5974,5.699025669314048
5975,5.699384824291616
5976,5.699743979269183
5977,5.700103134246751
5978,5.700462289224319
5979,5.700821444201887
5980,5.701180599179454
5981,5.701539754157022
5982,5.701898909134591
5983,5.702258064112159
5984,5.702617219089727
5985,5.702976374067295
5986,5.703335529044862
5987,5.703694684022429
5988,5.7040538389999975
5989,5.704412993977566
5990,5.704772148955134
5991,5.705131303932701
5992,5.70549045891027
5993,5.705849613887837
5994,5.706208768865404
5995,5.7065679238429725
5996,5.7069270788205415
5997,5.707286233798109
5998,5.707645388775678
5999,5.708004543753246
6000,5.708363698730812
6001,5.70872285370838
6002,5.709082008685949
6003,5.7094411636635165
6004,5.709800318641085
6005,5.710159473618651
6006,5.710518628596221
6007,5.710877783573788
6008,5.711236938551355
6009,5.711596093528923
6010,5.7119552485064915
6011,5.71231440348406
6012,5.712673558461627
6013,5.713032713439194
6014,5.713391868416763
6015,5.713751023394331
6016,5.714110178371899
6017,5.714469333349467
6018,5.714828488327035
6019,5.715187643304602
6020,5.71554679828217
6021,5.715905953259738
6022,5.716265108237306
6023,5.716624263214873
6024,5.716983418192442
6025,5.71734257317001
6026,5.717701728147577
6027,5.718060883125145
6028,5.718420038102714
6029,5.718779193080281
6030,5.71913834805785
6031,5.719497503035418
6032,5.719856658012985
6033,5.720215812990553
6034,5.720574967968122
6035,5.720934122945689
6036,5.721293277923257
6037,5.721652432900823
6038,5.722011587878393
6039,5.7223707428559605
6040,5.7227298978335295
6041,5.723089052811096
6042,5.723448207788664
6043,5.723807362766232
6044,5.724166517743799
6045,5.7245256727213665
6046,5.7248848276989355
6047,5.725243982676504
6048,5.725603137654072
6049,5.72596229263164
6050,5.726321447609207
6051,5.726680602586774
6052,5.727039757564342
6053,5.7273989125419105
6054,5.727758067519479
6055,5.728117222497046
6056,5.728476377474615
6057,5.728835532452182
6058,5.729194687429749
6059,5.729553842407318
6060,5.729912997384886
6061,5.730272152362454
6062,5.730631307340023
